publicid,eventtype,origintime,modificationtime,longitude, latitude, magnitude, depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2016p858193,,2016-11-13T12:45:42.790Z,2016-11-13T12:47:19.377Z,174.2084417,-41.74020298,4.588521196,5.234375,M,,NonLinLoc,,automatic,nz3drx,11,11,9,0.01123089732,116.2974762,0.3463708233,0
2016p858192,,2016-11-13T12:45:13.933Z,2016-11-13T12:47:30.559Z,173.104906,-42.48312285,4.603388361,63.125,M,,NonLinLoc,,automatic,nz3drx,13,13,10,0.4869392583,190.0598743,1.9839379,0
2016p858184,earthquake,2016-11-13T12:40:54.855Z,2016-11-13T13:22:13.395Z,173.4021498,-42.46337477,4.810680491,14.84375,M,,NonLinLoc,confirmed,manual,nz3drx,26,22,14,0.1117690127,129.4667781,0.7428079238,0
2016p858181,,2016-11-13T12:39:24.814Z,2016-11-13T12:44:58.110Z,176.1118405,-39.36482215,4.170407288,5.46875,M,,NonLinLoc,,automatic,nz3drx,40,40,31,0.2455100042,229.5523995,2.135288999,0
2016p858180,earthquake,2016-11-13T12:38:38.477Z,2016-11-13T12:43:48.625Z,174.246109,-41.69639587,5.299486834,7.183469296,M,,LOCSAT,confirmed,manual,iasp91,19,14,12,0.05786785483,123.8863449,0.5083776984,0
2016p858178,earthquake,2016-11-13T12:37:43.824Z,2016-11-13T13:09:06.331Z,173.4009501,-42.43246506,5.177874283,14.609375,M,,NonLinLoc,confirmed,manual,nz3drx,37,32,25,0.1032956022,122.3503173,0.735823047,0
2016p858170,,2016-11-13T12:33:17.886Z,2016-11-13T12:35:47.534Z,173.7251889,-41.72685428,4.833970397,36.875,M,,NonLinLoc,,automatic,nz3drx,12,12,9,0.1131021744,163.7410062,1.428082237,0
2016p858168,,2016-11-13T12:32:11.543Z,2016-11-13T12:34:57.829Z,176.0448619,-39.3761235,3.414971769,5.46875,M,,NonLinLoc,,automatic,nz3drx,26,26,17,0.2943456723,217.207184,1.238488874,0
2016p858167,,2016-11-13T12:31:25.235Z,2016-11-13T12:34:33.736Z,174.2210159,-41.71804999,4.672224128,11.5625,M,,NonLinLoc,,automatic,nz3drx,73,73,48,0.5081697995,131.0175961,2.306597296,0
2016p858161,,2016-11-13T12:28:52.414Z,2016-11-13T12:31:16.694Z,176.1313929,-40.01385351,3.995373578,5.9375,M,,NonLinLoc,,automatic,nz3drx,16,16,11,0.1135476343,184.2098116,1.424412892,0
2016p858160,earthquake,2016-11-13T12:27:59.695Z,2016-11-13T13:03:22.211Z,173.7277727,-42.30261963,5.172335195,29.84375,M,,NonLinLoc,confirmed,manual,nz3drx,50,43,30,0.1803780689,142.440425,0.9328375288,0
2016p858158,earthquake,2016-11-13T12:26:44.812Z,2016-11-13T23:19:57.706Z,176.1508196,-38.36645528,2.865181736,5.05859375,M,,NonLinLoc,confirmed,manual,nz3drx,18,10,7,0.03561944727,110.8504707,0.2332479966,0
2016p858156,earthquake,2016-11-13T12:25:55.502Z,2016-11-13T12:49:11.532Z,172.8665579,-42.70490413,5.247682182,29.84375,M,,NonLinLoc,confirmed,manual,nz3drx,74,70,48,0.2901133228,96.46022246,1.450532425,0
2016p858149,,2016-11-13T12:22:44.786Z,2016-11-13T12:25:43.606Z,175.5085853,-40.36526237,4.615327068,25.625,M,,NonLinLoc,,automatic,nz3drx,38,38,27,0.7052090305,210.1711547,2.31637824,0
2016p858147,,2016-11-13T12:21:10.884Z,2016-11-13T12:24:04.762Z,175.068832,-40.93744689,4.855275081,9.21875,M,,NonLinLoc,,automatic,nz3drx,50,50,38,0.1430546093,130.0815131,2.249443089,0
2016p858146,earthquake,2016-11-13T12:20:41.237Z,2016-11-13T12:43:12.163Z,173.9088539,-42.26116829,5.001176941,29.84375,M,,NonLinLoc,confirmed,manual,nz3drx,60,55,41,0.3152724699,155.5608865,1.842267818,0
2016p858144,,2016-11-13T12:19:19.013Z,2016-11-13T12:21:35.152Z,173.7328198,-41.99406437,4.74888392,66.875,M,,NonLinLoc,,automatic,nz3drx,10,10,8,0.4466284774,174.991647,0.9621258242,0
2016p858142,,2016-11-13T12:18:09.939Z,2016-11-13T12:20:23.838Z,175.5010572,-39.85481915,3.985352514,24.6875,M,,NonLinLoc,,automatic,nz3drx,13,13,10,0.574880492,162.8301426,1.467997809,0
2016p858139,,2016-11-13T12:16:28.431Z,2016-11-13T12:18:20.209Z,174.0416707,-41.75950132,4.145677433,15.3125,M,,NonLinLoc,,automatic,nz3drx,11,11,9,0.1303783344,210.9162052,0.550646588,0
2016p858130,,2016-11-13T12:11:59.003Z,2016-11-13T12:14:30.395Z,174.2199957,-41.76640053,4.901145157,10.15625,M,,NonLinLoc,,automatic,nz3drx,34,34,26,0.2608145361,140.4870985,1.600763921,0
2016p858127,,2016-11-13T12:10:14.103Z,2016-11-13T12:12:11.315Z,175.9132614,-38.44020107,3.302938082,5.9375,M,,NonLinLoc,,automatic,nz3drx,12,12,6,0.1813091547,91.66161289,1.058273182,0
2016p858126,earthquake,2016-11-13T12:09:59.963Z,2016-11-13T12:16:59.004Z,174.3742794,-41.66332809,4.643786752,9.921875,M,,NonLinLoc,confirmed,manual,nz3drx,32,27,19,0.149194534,135.479031,1.724629383,0
2016p858122,,2016-11-13T12:08:23.965Z,2016-11-13T12:11:21.155Z,175.757089,-39.48408689,3.452924393,10.15625,M,,NonLinLoc,,automatic,nz3drx,29,29,6,0.2267963922,120.13686,1.20050278,0
2016p858117,,2016-11-13T12:05:14.272Z,2016-11-13T12:08:27.321Z,176.4875182,-38.6778812,3.771338212,30.3125,M,,NonLinLoc,,automatic,nz3drx,17,17,11,0.3043181607,245.4880013,1.332765855,0
2016p858116,,2016-11-13T12:04:21.714Z,2016-11-13T12:07:19.328Z,174.909215,-41.38967955,5.318792798,10.15625,M,,NonLinLoc,,automatic,nz3drx,90,90,66,0.2556624663,103.5384527,2.247972895,0
2016p858115,,2016-11-13T12:03:53.858Z,2016-11-13T12:06:13.423Z,174.1457704,-41.80760046,5.177004426,9.21875,M,,NonLinLoc,,automatic,nz3drx,12,12,9,0.07683866047,146.1975741,1.018344616,0
2016p858108,,2016-11-13T12:00:18.046Z,2016-11-13T12:17:03.791Z,174.8155518,-39.5838356,4.001331153,10,M,,LOCSAT,,automatic,iasp91,15,15,9,0.7436758876,114.6172447,0.6961017027,0
2016p858106,,2016-11-13T11:58:57.955Z,2016-11-13T11:59:36.223Z,176.1355443,-38.40286693,2.299023762,5.234375,M,,NonLinLoc,,automatic,nz3drx,10,10,2,0.05619331276,114.4673575,0.4883646191,0
2016p858096,,2016-11-13T11:53:39.571Z,2016-11-13T11:56:33.156Z,175.8087102,-39.40396072,4.862500752,5.9375,M,,NonLinLoc,,automatic,nz3drx,17,17,13,0.4337366017,245.218421,1.630394439,0
2016p858092,earthquake,2016-11-13T11:52:11.807Z,2016-11-14T00:27:29.255Z,176.0437208,-38.79554684,3.204643132,5.5859375,M,,NonLinLoc,confirmed,manual,nz3drx,16,9,7,0.1028370053,90.72936126,0.2690800119,0
2016p858089,,2016-11-13T11:50:12.794Z,2016-11-13T11:52:26.271Z,174.2560903,-41.73159149,4.629590852,6.640625,M,,NonLinLoc,,automatic,nz3drx,11,11,9,0.03698974629,149.1659462,0.4647522064,0
2016p858083,earthquake,2016-11-13T11:47:03.813Z,2016-11-13T18:36:21.930Z,174.2296601,-41.67034048,4.208464915,5.1171875,M,,NonLinLoc,confirmed,manual,nz3drx,15,9,10,0.08136142317,117.2939336,0.3903311254,0
2016p858080,earthquake,2016-11-13T11:45:26.679Z,2016-11-13T18:03:43.895Z,174.2963354,-41.71025132,4.405055411,10.0175,M,operator assigned,NonLinLoc,confirmed,manual,nz3drx,26,20,12,0.07404278171,157.8587153,0.6527160664,0
2016p858074,earthquake,2016-11-13T11:41:48.118Z,2016-11-13T11:48:28.317Z,174.2537437,-41.7682245,5.601889538,8.984375,M,,NonLinLoc,confirmed,manual,nz3drx,38,31,25,0.03421602916,169.9943388,1.140313266,0
2016p858070,earthquake,2016-11-13T11:40:23.897Z,2016-11-13T17:35:05.013Z,176.1911774,-38.37895966,2.612244675,4.013926983,M,,LOCSAT,confirmed,manual,iasp91,12,8,6,0.07024940103,111.2608337,0.8182929242,0
2016p858058,earthquake,2016-11-13T11:33:49.317Z,2016-11-13T12:18:59.636Z,174.210495,-41.8623085,5.515601803,5.541793346,M,,LOCSAT,confirmed,manual,iasp91,21,17,13,0.1132328436,152.0391769,1.204664889,0
2016p858055,earthquake,2016-11-13T11:32:06.505Z,2016-11-13T11:40:25.221Z,173.6750561,-42.2810616,6.162323341,28.90625,M,,NonLinLoc,confirmed,manual,nz3drx,83,77,55,0.1688278032,139.6862241,1.466196824,0
2016p858052,earthquake,2016-11-13T11:30:25.823Z,2016-11-13T16:35:04.945Z,173.2411977,-42.52880306,5.003968853,14.84375,M,,NonLinLoc,confirmed,manual,nz3drx,12,8,6,0.2473438393,112.3413465,0.5452118257,0
2016p858048,earthquake,2016-11-13T11:28:01.698Z,2016-11-13T16:03:23.112Z,174.0506744,-41.79580307,4.417347143,10,M,operator assigned,LOCSAT,confirmed,manual,iasp91,13,7,9,0.1306848079,219.1866837,0.5573306192,0
2016p858041,earthquake,2016-11-13T11:24:17.122Z,2016-11-13T11:35:53.814Z,173.7394396,-42.03096832,5.645010356,11.5625,M,,NonLinLoc,confirmed,manual,nz3drx,50,42,32,0.3312620156,147.0709164,1.615352404,0
2016p858032,earthquake,2016-11-13T11:19:32.197Z,2016-11-13T15:02:19.178Z,173.6820777,-42.00092451,5.85464179,12.03125,M,,NonLinLoc,confirmed,manual,nz3drx,17,9,62,0.3200194807,173.2020554,0.7344563284,0
2016p858030,earthquake,2016-11-13T11:18:38.108Z,2016-11-13T14:12:02.773Z,173.7658234,-42.0213623,4.801387,10.3086977,M,,LOCSAT,confirmed,manual,iasp91,15,9,10,0.3170305192,244.8066359,0.466825187,0
2016p858025,earthquake,2016-11-13T11:16:10.635Z,2016-11-13T11:25:04.944Z,172.7834167,-42.75798798,5.615649986,2.331320524,M,,LOCSAT,confirmed,manual,iasp91,19,19,12,0.279178381,137.1807747,1.18212194,0
2016p858020,earthquake,2016-11-13T11:13:48.917Z,2016-11-13T14:20:38.072Z,176.4047089,-38.36507797,2.355834447,4.786789417,M,,LOCSAT,confirmed,manual,iasp91,7,5,4,0.09025204927,181.9303055,0.5339000207,0
2016p858016,,2016-11-13T11:11:16.728Z,2016-11-13T11:12:00.409Z,176.5172674,-38.02835403,2.903411698,5.1171875,M,,NonLinLoc,,automatic,nz3drx,11,11,3,0.1066919294,88.73607059,0.488307696,0
2016p858000,earthquake,2016-11-13T11:02:56.346Z,2016-11-13T12:51:07.600Z,173.0221405,-42.6925354,7.52587937,15.11445332,M,,LOCSAT,confirmed,manual,iasp91,94,93,58,0.2205573916,54.98503113,1.796818762,0
